% Measurement file generated: 30-Jul-2007

[Name]
HynneGlycolysisModel_Reference experiment

[Notes]
Insilico experiment measurements
================================
Model notes:
------------
Full-scale model of glycolysis in Saccharomyces cerevisiae                                                                             
F. Hynne, S. Dano, and PG, Sorensen                                                                                                    
Biophysical Chemistry 94 (2001) 121-163                                                                                                
                                                                                                                                       
Time units: minutes                                                                                                                    
Species units: mM                                                                                                                      
                                                                                                                                       
Initialconditions do not give a steady-state, but a state-that allows                                                                  
to see the oscillations when simulating.

Experiment notes:
-----------------
Reference experiment for Hynne model that is used to generate in-silico 
measurement data that the reduced model should be able to reproduce.

Pretty complicated experiment definition ... :)

[Components]
time,Glcx,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NADplus,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHx,Glyc,Glycx,ACAx,CNxminus,AMP
11.400000,1.553067,0.573067,2.100007,4.200022,1.499996,0.490003,4.639977,0.115000,2.949995,0.650001,0.000270,0.329999,0.040000,8.699942,1.481535,19.237915,16.451410,4.195996,1.684783,1.288364,5.203581,0.329997
11.500000,1.553067,0.573068,2.099996,4.200011,1.500003,0.490001,4.639983,0.115000,2.949996,0.650000,0.000270,0.330000,0.040000,8.699940,1.481535,19.237915,16.451410,4.195994,1.684783,1.288364,5.203581,0.330001
11.600000,1.553067,0.573069,2.099989,4.199995,1.500007,0.489999,4.640004,0.115000,2.950002,0.649999,0.000270,0.330001,0.040000,8.699941,1.481534,19.237917,16.451410,4.195994,1.684783,1.288364,5.203581,0.330004
11.700000,1.553067,0.573071,2.099990,4.199985,1.500006,0.489998,4.640023,0.115000,2.950009,0.649999,0.000270,0.330001,0.040000,8.699945,1.481533,19.237918,16.451410,4.195996,1.684783,1.288364,5.203581,0.330004
11.800000,1.553067,0.573071,2.099998,4.199987,1.500001,0.489998,4.640028,0.115000,2.950011,0.649999,0.000270,0.330001,0.040000,8.699948,1.481533,19.237918,16.451410,4.195997,1.684783,1.288364,5.203581,0.330000
11.900000,1.553067,0.573069,2.100007,4.199999,1.499996,0.490000,4.640017,0.115000,2.950008,0.650000,0.000270,0.330000,0.040000,8.699949,1.481534,19.237917,16.451410,4.195998,1.684783,1.288364,5.203581,0.329997
12.000000,1.553067,0.573068,2.100011,4.200011,1.499994,0.490002,4.639999,0.115000,2.950002,0.650001,0.000270,0.329999,0.040000,8.699947,1.481535,19.237916,16.451410,4.195997,1.684783,1.288364,5.203581,0.329995
12.100000,1.553067,0.573067,2.100007,4.200016,1.499996,0.490002,4.639986,0.115000,2.949998,0.650001,0.000270,0.329999,0.040000,8.699944,1.481535,19.237915,16.451410,4.195996,1.684783,1.288364,5.203581,0.329997
12.200000,1.553067,0.573068,2.099999,4.200011,1.500001,0.490001,4.639988,0.115000,2.949998,0.650000,0.000270,0.330000,0.040000,8.699942,1.481535,19.237916,16.451410,4.195995,1.684783,1.288364,5.203581,0.330000
12.300000,1.553067,0.573069,2.099993,4.200000,1.500005,0.490000,4.640001,0.115000,2.950002,0.650000,0.000270,0.330000,0.040000,8.699942,1.481534,19.237916,16.451410,4.195995,1.684783,1.288364,5.203581,0.330003
12.400000,1.553067,0.573070,2.099993,4.199991,1.500005,0.489999,4.640015,0.115000,2.950006,0.649999,0.000270,0.330001,0.040000,8.699944,1.481534,19.237917,16.451410,4.195995,1.684783,1.288364,5.203581,0.330003
12.500000,1.553067,0.573070,2.099998,4.199991,1.500002,0.489999,4.640021,0.115000,2.950009,0.649999,0.000270,0.330001,0.040000,8.699947,1.481533,19.237917,16.451410,4.195997,1.684783,1.288364,5.203581,0.330001
12.600000,1.553067,0.573069,2.100004,4.199998,1.499998,0.490000,4.640016,0.115000,2.950007,0.650000,0.000270,0.330000,0.040000,8.699948,1.481534,19.237917,16.451410,4.195997,1.684783,1.288364,5.203581,0.329998
12.700000,1.553067,0.573068,2.100008,4.200007,1.499996,0.490001,4.640004,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699947,1.481534,19.237916,16.451410,4.195997,1.684783,1.288364,5.203581,0.329997
12.800000,1.553067,0.573068,2.100006,4.200011,1.499997,0.490002,4.639993,0.115000,2.950000,0.650001,0.000270,0.329999,0.040000,8.699945,1.481535,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329997
12.900000,1.553067,0.573068,2.100001,4.200009,1.500000,0.490001,4.639992,0.115000,2.949999,0.650000,0.000270,0.330000,0.040000,8.699943,1.481535,19.237916,16.451410,4.195995,1.684783,1.288364,5.203581,0.329999
13.000000,1.553067,0.573069,2.099997,4.200003,1.500002,0.490000,4.639998,0.115000,2.950001,0.650000,0.000270,0.330000,0.040000,8.699943,1.481534,19.237916,16.451410,4.195995,1.684783,1.288364,5.203581,0.330001
13.100000,1.553067,0.573069,2.099995,4.199997,1.500003,0.489999,4.640007,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699944,1.481534,19.237917,16.451410,4.195995,1.684783,1.288364,5.203581,0.330002
13.200000,1.553067,0.573070,2.099996,4.199994,1.500002,0.489999,4.640014,0.115000,2.950006,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330001
13.300000,1.553067,0.573070,2.100000,4.199996,1.500000,0.490000,4.640015,0.115000,2.950007,0.650000,0.000270,0.330000,0.040000,8.699946,1.481534,19.237917,16.451410,4.195997,1.684783,1.288364,5.203581,0.330000
13.400000,1.553067,0.573069,2.100003,4.200000,1.499999,0.490000,4.640010,0.115000,2.950005,0.650000,0.000270,0.330000,0.040000,8.699947,1.481534,19.237917,16.451410,4.195997,1.684783,1.288364,5.203581,0.329998
13.500000,1.553067,0.573069,2.100004,4.200004,1.499998,0.490001,4.640004,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699946,1.481534,19.237916,16.451410,4.195997,1.684783,1.288364,5.203581,0.329998
13.600000,1.553067,0.573068,2.100003,4.200007,1.499998,0.490001,4.639999,0.115000,2.950002,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329998
13.700000,1.553067,0.573068,2.100001,4.200006,1.500000,0.490001,4.639999,0.115000,2.950002,0.650000,0.000270,0.330000,0.040000,8.699944,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
13.800000,1.553067,0.573069,2.099999,4.200003,1.500001,0.490000,4.640001,0.115000,2.950002,0.650000,0.000270,0.330000,0.040000,8.699944,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
13.900000,1.553067,0.573069,2.099998,4.200000,1.500002,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699944,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330001
14.000000,1.553067,0.573069,2.099998,4.199998,1.500001,0.490000,4.640009,0.115000,2.950005,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
14.100000,1.553067,0.573069,2.100000,4.199999,1.500000,0.490000,4.640010,0.115000,2.950005,0.650000,0.000270,0.330000,0.040000,8.699946,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
14.200000,1.553067,0.573069,2.100001,4.200000,1.500000,0.490000,4.640008,0.115000,2.950005,0.650000,0.000270,0.330000,0.040000,8.699946,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
14.300000,1.553067,0.573069,2.100002,4.200002,1.499999,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699946,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
14.400000,1.553067,0.573069,2.100002,4.200003,1.499999,0.490000,4.640004,0.115000,2.950003,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
14.500000,1.553067,0.573069,2.100002,4.200004,1.499999,0.490000,4.640003,0.115000,2.950003,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
14.600000,1.553067,0.573069,2.100001,4.200003,1.500000,0.490000,4.640003,0.115000,2.950003,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
14.700000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640003,0.115000,2.950003,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
14.800000,1.553067,0.573069,2.100000,4.200001,1.500001,0.490000,4.640005,0.115000,2.950003,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
14.900000,1.553067,0.573069,2.100000,4.200001,1.500001,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
15.000000,1.553067,0.573069,2.100000,4.200001,1.500000,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
15.100000,1.553067,0.573069,2.100000,4.200001,1.500000,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237917,16.451410,4.195996,1.684783,1.288364,5.203581,0.330000
15.200000,1.553067,0.573069,2.100001,4.200001,1.500000,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.300000,1.553067,0.573069,2.100001,4.200001,1.500000,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.400000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640006,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.500000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.600000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.700000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.800000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
15.900000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.000000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.100000,1.553067,0.573069,2.100001,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.200000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.300000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.400000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.500000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.600000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.700000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.800000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
16.900000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.000000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.100000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.200000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.300000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.400000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.500000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.600000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.700000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.800000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
17.900000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.000000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.100000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.200000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.300000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.400000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.500000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.600000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.700000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.800000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
18.900000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.000000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.100000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.200000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.300000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.400000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.500000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.600000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.700000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.800000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
19.900000,1.553067,0.573069,2.100000,4.200002,1.500000,0.490000,4.640005,0.115000,2.950004,0.650000,0.000270,0.330000,0.040000,8.699945,1.481534,19.237916,16.451410,4.195996,1.684783,1.288364,5.203581,0.329999
20.000000,2.802425,1.232681,2.075232,4.104630,1.513974,0.477919,5.185798,0.121745,3.121903,0.637149,0.000271,0.342851,0.040915,14.557730,1.515910,19.481450,16.647280,4.332919,1.734484,1.326834,5.192535,0.340794
20.100000,2.802683,1.209398,2.199515,4.265940,1.439794,0.502647,5.020791,0.119566,3.080558,0.648304,0.000295,0.331696,0.040709,14.567484,1.524012,19.471675,16.647572,4.342754,1.734547,1.326577,5.192536,0.290692
20.200000,2.802902,1.178362,2.237930,4.455817,1.416189,0.526356,4.717573,0.115638,2.988633,0.659194,0.000302,0.320806,0.040412,14.527589,1.535392,19.455720,16.647469,4.332007,1.734608,1.326763,5.192536,0.275881
20.300000,2.802827,1.170472,2.128955,4.472508,1.483387,0.521786,4.581792,0.113966,2.936181,0.657470,0.000278,0.322530,0.040345,14.474939,1.537925,19.449758,16.647024,4.309474,1.734610,1.327264,5.192536,0.317658
20.400000,2.802505,1.195410,1.989129,4.300739,1.563080,0.495650,4.747157,0.116262,2.979227,0.645432,0.000253,0.334568,0.040568,14.462228,1.528474,19.460818,16.646679,4.297353,1.734552,1.327574,5.192536,0.377791
20.500000,2.802307,1.225051,1.953956,4.128013,1.581602,0.475004,5.018617,0.119758,3.062456,0.635810,0.000249,0.344190,0.040825,14.494415,1.518329,19.475465,16.646743,4.305450,1.734487,1.327429,5.192535,0.394443
20.600000,2.802355,1.235529,2.028097,4.079927,1.540800,0.472921,5.181678,0.121735,3.117421,0.634881,0.000262,0.345119,0.040933,14.542711,1.514942,19.482047,16.647115,4.325391,1.734472,1.327004,5.192535,0.361103
20.700000,2.802575,1.220685,2.155018,4.190202,1.466907,0.491633,5.112745,0.120763,3.105402,0.643333,0.000287,0.336667,0.040813,14.569708,1.520026,19.476759,16.647495,4.341130,1.734519,1.326633,5.192535,0.308076
20.800000,2.802839,1.189413,2.240305,4.392317,1.414517,0.519331,4.833687,0.117140,3.025556,0.655909,0.000303,0.324091,0.040518,14.547797,1.531299,19.461747,16.647564,4.338561,1.734589,1.326635,5.192536,0.275178
20.900000,2.802900,1.169119,2.184991,4.494852,1.449402,0.527525,4.596653,0.114105,2.945486,0.659963,0.000289,0.320037,0.040328,14.492783,1.538660,19.449863,16.647213,4.318176,1.734618,1.327063,5.192536,0.295607
21.000000,2.802635,1.183272,2.035278,4.378156,1.537621,0.506389,4.656387,0.115038,2.953279,0.650439,0.000261,0.329561,0.040463,14.460959,1.532908,19.455173,16.646772,4.299702,1.734579,1.327506,5.192536,0.357101
21.100000,2.802354,1.214991,1.952725,4.184561,1.582429,0.481212,4.916451,0.118466,3.030481,0.638684,0.000248,0.341316,0.040736,14.478122,1.521683,19.470327,16.646669,4.300173,1.734509,1.327535,5.192535,0.394846
21.200000,2.802311,1.234437,1.989304,4.079975,1.562329,0.471186,5.141349,0.121266,3.102551,0.634077,0.000255,0.345923,0.040917,14.524442,1.515275,19.480812,16.646951,4.317224,1.734470,1.327181,5.192535,0.378367
21.300000,2.802475,1.229265,2.104612,4.129993,1.496881,0.482225,5.170161,0.121525,3.119226,0.639093,0.000277,0.340907,0.040887,14.564087,1.517070,19.480249,16.647368,4.336595,1.734495,1.326748,5.192535,0.328507
21.400000,2.802744,1.202099,2.219752,4.313315,1.427280,0.509172,4.955525,0.118719,3.061955,0.651263,0.000299,0.328737,0.040640,14.562427,1.526644,19.468179,16.647589,4.342177,1.734563,1.326577,5.192536,0.282968
